url,category,issue,type,details
https://truongvietanh.com/top-5-truong-dai-hoc-o-new-zealand/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/top-5-truong-dai-hoc-o-new-zealand/,SEO,Title Too Long,warning,Title is 65 characters (recommended: ≤60)
https://truongvietanh.com/top-5-truong-mam-non-o-go-vap-uy-tin-tim-truong-mau-giao/,Accessibility,Images Without Alt Text,warning,14 of 20 images lack alt text
https://truongvietanh.com/top-5-truong-mam-non-o-go-vap-uy-tin-tim-truong-mau-giao/,Performance,Moderate Response Time,warning,Page took 2201.13ms to respond (recommended: <1000ms)
https://truongvietanh.com/top-5-truong-mam-non-o-go-vap-uy-tin-tim-truong-mau-giao/,SEO,Title Too Long,warning,Title is 64 characters (recommended: ≤60)
https://truongvietanh.com/top-50-san-pham-va-dich-vu-chat-luong-tot-nhat-viet-nam/,Accessibility,Images Without Alt Text,warning,16 of 20 images lack alt text
https://truongvietanh.com/top-50-san-pham-va-dich-vu-chat-luong-tot-nhat-viet-nam/,Performance,Moderate Response Time,warning,Page took 1527.39ms to respond (recommended: <1000ms)
https://truongvietanh.com/top-50-san-pham-va-dich-vu-chat-luong-tot-nhat-viet-nam/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/top-50-san-pham-va-dich-vu-chat-luong-tot-nhat-viet-nam/,SEO,Title Too Long,warning,Title is 86 characters (recommended: ≤60)
https://truongvietanh.com/top-truong-mau-giao-go-vap-dao-tao-song-ngu-chat-luong/,Accessibility,Images Without Alt Text,warning,16 of 20 images lack alt text
https://truongvietanh.com/top-truong-mau-giao-go-vap-dao-tao-song-ngu-chat-luong/,Performance,Moderate Response Time,warning,Page took 1543.75ms to respond (recommended: <1000ms)
https://truongvietanh.com/top-truong-mau-giao-go-vap-dao-tao-song-ngu-chat-luong/,SEO,Title Too Long,warning,Title is 67 characters (recommended: ≤60)
https://truongvietanh.com/tp-hcm-cho-phep-day-them-neu-hoc-sinh-tu-nguyen/,Accessibility,Images Without Alt Text,warning,14 of 20 images lack alt text
https://truongvietanh.com/tp-hcm-cho-phep-day-them-neu-hoc-sinh-tu-nguyen/,Performance,Moderate Response Time,warning,Page took 1492.04ms to respond (recommended: <1000ms)
https://truongvietanh.com/tp-hcm-cho-phep-day-them-neu-hoc-sinh-tu-nguyen/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/tp-hcm-cho-phep-day-them-neu-hoc-sinh-tu-nguyen/,SEO,Title Too Long,warning,Title is 78 characters (recommended: ≤60)
https://truongvietanh.com/tp-hcm-cong-bo-chi%cc%89-tieu-tuyen-sinh-vao-lop-10-nam-2014/,Accessibility,Images Without Alt Text,warning,14 of 20 images lack alt text
https://truongvietanh.com/tp-hcm-cong-bo-chi%cc%89-tieu-tuyen-sinh-vao-lop-10-nam-2014/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/tp-hcm-cong-bo-chi%cc%89-tieu-tuyen-sinh-vao-lop-10-nam-2014/,SEO,Title Too Long,warning,Title is 89 characters (recommended: ≤60)
https://truongvietanh.com/tp-hcm-cong-bo-chi%cc%89-tieu-tuyen-sinh-vao-lop-10-nam-2014/,Technical,Canonical URL Different,warning,Canonical points to: https://truongvietanh.com/tp-hcm-cong-bo-chỉ-tieu-tuyen-sinh-vao-lop-10-nam-2014/
https://truongvietanh.com/tp-hcm-cong-bo-die%cc%89m-thi-vao-lop-10/,Accessibility,Images Without Alt Text,warning,14 of 20 images lack alt text
https://truongvietanh.com/tp-hcm-cong-bo-die%cc%89m-thi-vao-lop-10/,Performance,Moderate Response Time,warning,Page took 1680.73ms to respond (recommended: <1000ms)
https://truongvietanh.com/tp-hcm-cong-bo-die%cc%89m-thi-vao-lop-10/,Technical,Canonical URL Different,warning,Canonical points to: https://truongvietanh.com/tp-hcm-cong-bo-diẻm-thi-vao-lop-10/
https://truongvietanh.com/tp-hcm-cong-bo-diem-thi-lop-10/,Accessibility,Images Without Alt Text,warning,14 of 20 images lack alt text
https://truongvietanh.com/tp-hcm-da-co-diem-chuan-vao-lop-10-thpt/,Accessibility,Images Without Alt Text,warning,14 of 20 images lack alt text
https://truongvietanh.com/tp-hcm-da-co-diem-chuan-vao-lop-10-thpt/,Performance,Moderate Response Time,warning,Page took 1034.0ms to respond (recommended: <1000ms)
https://truongvietanh.com/tp-hcm-da-co-diem-chuan-vao-lop-10-thpt/,SEO,Meta Description Too Short,warning,Description is 105 characters (recommended: 120-160)
https://truongvietanh.com/tp-hcm-de-thi-va-dap-an-thi-mon-toan-lop-10-nam-2014-2/,Accessibility,Images Without Alt Text,warning,14 of 20 images lack alt text
https://truongvietanh.com/tp-hcm-de-thi-va-dap-an-thi-mon-toan-lop-10-nam-2014-2/,Performance,Moderate Response Time,warning,Page took 1219.19ms to respond (recommended: <1000ms)
https://truongvietanh.com/tp-hcm-de-thi-va-dap-an-thi-mon-toan-lop-10-nam-2014-2/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/tp-hcm-de-thi-va-dap-an-thi-mon-toan-lop-10-nam-2014-2/,SEO,Title Too Long,warning,Title is 84 characters (recommended: ≤60)
https://truongvietanh.com/tp-hcm-diem-chuan-lop-10-cao-hon-nam-truoc-khoang-3-diem/,Accessibility,Images Without Alt Text,warning,14 of 20 images lack alt text
https://truongvietanh.com/tp-hcm-diem-chuan-lop-10-cao-hon-nam-truoc-khoang-3-diem/,Performance,Moderate Response Time,warning,Page took 1649.05ms to respond (recommended: <1000ms)
https://truongvietanh.com/tp-hcm-diem-tuyen-sinh-lop-10-tang-2-4-diem/,Accessibility,Images Without Alt Text,warning,14 of 20 images lack alt text
https://truongvietanh.com/tp-hcm-diem-tuyen-sinh-lop-10-tang-2-4-diem/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/tp-hcm-diem-tuyen-sinh-lop-10-tang-2-4-diem/,SEO,Title Too Long,warning,Title is 75 characters (recommended: ≤60)
https://truongvietanh.com/tp-hcm-muon-dai-hoc-quoc-gia-la-dong-luc-phat-trien/,Accessibility,Images Without Alt Text,warning,14 of 20 images lack alt text
https://truongvietanh.com/tp-hcm-muon-dai-hoc-quoc-gia-la-dong-luc-phat-trien/,Performance,Moderate Response Time,warning,Page took 1920.85ms to respond (recommended: <1000ms)
https://truongvietanh.com/tp-hcm-muon-dai-hoc-quoc-gia-la-dong-luc-phat-trien/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/tp-hcm-muon-dai-hoc-quoc-gia-la-dong-luc-phat-trien/,SEO,Title Too Long,warning,Title is 82 characters (recommended: ≤60)
https://truongvietanh.com/tp-hcm-phat-hanh-ho-so-du-thi-thpt-quoc-gia-tu-313/,Accessibility,Images Without Alt Text,warning,14 of 20 images lack alt text
https://truongvietanh.com/tp-hcm-phat-hanh-ho-so-du-thi-thpt-quoc-gia-tu-313/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/tp-hcm-phat-hanh-ho-so-du-thi-thpt-quoc-gia-tu-313/,SEO,Title Too Long,warning,Title is 82 characters (recommended: ≤60)
https://truongvietanh.com/tp-hcm-truong-thpt-nguyen-thi-minh-khai-khai-giang-nam-hoc-moi/,Accessibility,Images Without Alt Text,warning,14 of 20 images lack alt text
https://truongvietanh.com/tp-hcm-truong-thpt-nguyen-thi-minh-khai-khai-giang-nam-hoc-moi/,Performance,Moderate Response Time,warning,Page took 1608.77ms to respond (recommended: <1000ms)
https://truongvietanh.com/tp-hcm-truong-thpt-nguyen-thi-minh-khai-khai-giang-nam-hoc-moi/,SEO,Title Too Long,warning,Title is 63 characters (recommended: ≤60)
https://truongvietanh.com/tp-hcm-yeu-cau-truong-cong-lap-nhan-cac-tre-bi-bao-hanh/,Accessibility,Images Without Alt Text,warning,14 of 20 images lack alt text
https://truongvietanh.com/tp-hcm-yeu-cau-truong-cong-lap-nhan-cac-tre-bi-bao-hanh/,Performance,Moderate Response Time,warning,Page took 1512.68ms to respond (recommended: <1000ms)
https://truongvietanh.com/tp-hcm-yeu-cau-truong-cong-lap-nhan-cac-tre-bi-bao-hanh/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/tp-hcm-yeu-cau-truong-cong-lap-nhan-cac-tre-bi-bao-hanh/,SEO,Title Too Long,warning,Title is 86 characters (recommended: ≤60)
https://truongvietanh.com/tphcm-ban-giam-hieu-phai-an-thu-thuc-an-ban-tru/,Accessibility,Images Without Alt Text,warning,14 of 20 images lack alt text
https://truongvietanh.com/tphcm-ban-giam-hieu-phai-an-thu-thuc-an-ban-tru/,Performance,Moderate Response Time,warning,Page took 1649.89ms to respond (recommended: <1000ms)
https://truongvietanh.com/tphcm-cong-bo-ket-qua-tuyen-sinh-lop-10/,Accessibility,Images Without Alt Text,warning,14 of 20 images lack alt text
https://truongvietanh.com/tphcm-cong-bo-ket-qua-tuyen-sinh-lop-10/,Performance,Moderate Response Time,warning,Page took 1537.82ms to respond (recommended: <1000ms)
https://truongvietanh.com/tphcm-cong-bo-ket-qua-tuyen-sinh-lop-10/,SEO,Meta Description Too Short,warning,Description is 81 characters (recommended: 120-160)
https://truongvietanh.com/tphcm-du-kien-ngay-167-cong-bo-diem-chuan-vao-lop-10/,Accessibility,Images Without Alt Text,warning,14 of 20 images lack alt text
https://truongvietanh.com/tphcm-du-kien-ngay-167-cong-bo-diem-chuan-vao-lop-10/,Performance,Moderate Response Time,warning,Page took 1029.09ms to respond (recommended: <1000ms)
https://truongvietanh.com/tphcm-du-kien-ngay-22-6-se-cong-bo-diem-cac-mon-thi-vao-lop-10/,Accessibility,Images Without Alt Text,warning,14 of 20 images lack alt text
https://truongvietanh.com/tphcm-du-kien-ngay-22-6-se-cong-bo-diem-cac-mon-thi-vao-lop-10/,SEO,Meta Description Too Short,warning,Description is 107 characters (recommended: 120-160)
https://truongvietanh.com/tphcm-du-kien-ngay-22-6-se-cong-bo-diem-cac-mon-thi-vao-lop-10/,SEO,Title Too Long,warning,Title is 63 characters (recommended: ≤60)
https://truongvietanh.com/trac-nghiem-vak/,Accessibility,Images Without Alt Text,warning,16 of 20 images lack alt text
https://truongvietanh.com/trac-nghiem-vak/,Performance,Slow Response Time,error,Page took 3185.18ms to respond (recommended: <3000ms)
https://truongvietanh.com/trac-nghiem-vak/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/trai-cay-tuoi-giup-tang-cuong-tri-nho-va-phat-trien-chieu-cao-cho-hoc-sinh/,Accessibility,Images Without Alt Text,warning,14 of 20 images lack alt text
https://truongvietanh.com/trai-cay-tuoi-giup-tang-cuong-tri-nho-va-phat-trien-chieu-cao-cho-hoc-sinh/,Performance,Moderate Response Time,warning,Page took 1467.98ms to respond (recommended: <1000ms)
https://truongvietanh.com/trai-cay-tuoi-giup-tang-cuong-tri-nho-va-phat-trien-chieu-cao-cho-hoc-sinh/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/trai-cay-tuoi-giup-tang-cuong-tri-nho-va-phat-trien-chieu-cao-cho-hoc-sinh/,SEO,Title Too Long,warning,Title is 105 characters (recommended: ≤60)
https://truongvietanh.com/trai-he-2015-cho-tre-em-toi-cuoi-toi-tu-tin/,Accessibility,Images Without Alt Text,warning,14 of 20 images lack alt text
https://truongvietanh.com/trai-he-2015-cho-tre-em-toi-cuoi-toi-tu-tin/,SEO,Meta Description Too Long,warning,Description is 378 characters (recommended: ≤160)
https://truongvietanh.com/trai-he-2015/,Accessibility,Images Without Alt Text,warning,14 of 20 images lack alt text
https://truongvietanh.com/trai-he-2015/,Performance,Moderate Response Time,warning,Page took 1600.81ms to respond (recommended: <1000ms)
https://truongvietanh.com/trai-he-2015/,SEO,Title Too Short,warning,Title is 12 characters (recommended: 30-60)
https://truongvietanh.com/trai-he-anh-ngu-tai-canada/,Accessibility,Images Without Alt Text,warning,14 of 20 images lack alt text
https://truongvietanh.com/trai-he-anh-ngu-tai-canada/,Performance,Moderate Response Time,warning,Page took 1005.26ms to respond (recommended: <1000ms)
https://truongvietanh.com/trai-he-anh-ngu-tai-canada/,SEO,Meta Description Too Long,warning,Description is 414 characters (recommended: ≤160)
https://truongvietanh.com/trai-he-anh-ngu-tai-canada/,SEO,Title Too Short,warning,Title is 26 characters (recommended: 30-60)
https://truongvietanh.com/trai-he-hap-dan-2015/,Accessibility,Images Without Alt Text,warning,14 of 20 images lack alt text
https://truongvietanh.com/trai-he-hap-dan-2015/,SEO,Meta Description Too Long,warning,Description is 195 characters (recommended: ≤160)
https://truongvietanh.com/trai-he-hap-dan-2015/,SEO,Title Too Short,warning,Title is 20 characters (recommended: 30-60)
https://truongvietanh.com/trai-he-la-gi-co-gi-vui-ngay-15-thang-05-nam-2018/,Accessibility,Images Without Alt Text,warning,16 of 20 images lack alt text
https://truongvietanh.com/trai-he-la-gi-co-gi-vui-ngay-15-thang-05-nam-2018/,Performance,Moderate Response Time,warning,Page took 1715.08ms to respond (recommended: <1000ms)
https://truongvietanh.com/trai-he-la-gi-co-gi-vui-ngay-15-thang-05-nam-2018/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/trai-he-la-gi-co-gi-vui-ngay-15-thang-05-nam-2018/,SEO,Title Too Long,warning,Title is 88 characters (recommended: ≤60)
https://truongvietanh.com/trai-he-la-gi-va-tai-sao-cac-bac-phu-huynh-nen-tao-dieu-kien-de-con-minh-tham-gia-ngay-21-thang-05-nam-2018/,Accessibility,Images Without Alt Text,warning,16 of 20 images lack alt text
https://truongvietanh.com/trai-he-la-gi-va-tai-sao-cac-bac-phu-huynh-nen-tao-dieu-kien-de-con-minh-tham-gia-ngay-21-thang-05-nam-2018/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/trai-he-la-gi-va-tai-sao-cac-bac-phu-huynh-nen-tao-dieu-kien-de-con-minh-tham-gia-ngay-21-thang-05-nam-2018/,SEO,Title Too Long,warning,Title is 144 characters (recommended: ≤60)
https://truongvietanh.com/trai-he-lam-cong-trai-dep-dep-nhat-mo-hinh-cong-trai-don-gian-doc-dao/,Accessibility,Images Without Alt Text,warning,14 of 20 images lack alt text
https://truongvietanh.com/trai-he-lam-cong-trai-dep-dep-nhat-mo-hinh-cong-trai-don-gian-doc-dao/,Performance,Moderate Response Time,warning,Page took 1123.43ms to respond (recommended: <1000ms)
https://truongvietanh.com/trai-he-lam-cong-trai-dep-dep-nhat-mo-hinh-cong-trai-don-gian-doc-dao/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/trai-he-lam-cong-trai-dep-dep-nhat-mo-hinh-cong-trai-don-gian-doc-dao/,SEO,Title Too Long,warning,Title is 103 characters (recommended: ≤60)
https://truongvietanh.com/trai-he-loi-ich-bat-tan-ngay-09-thang-06-nam-2018/,Accessibility,Images Without Alt Text,warning,16 of 20 images lack alt text
https://truongvietanh.com/trai-he-loi-ich-bat-tan-ngay-09-thang-06-nam-2018/,Performance,Moderate Response Time,warning,Page took 2473.89ms to respond (recommended: <1000ms)
https://truongvietanh.com/trai-he-loi-ich-bat-tan-ngay-09-thang-06-nam-2018/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/trai-he-loi-ich-bat-tan-ngay-09-thang-06-nam-2018/,SEO,Title Too Long,warning,Title is 85 characters (recommended: ≤60)
https://truongvietanh.com/trai-he-my-lam-quen-dan-voi-moi-truong-nuoc-ngoai/,Accessibility,Images Without Alt Text,warning,14 of 20 images lack alt text
https://truongvietanh.com/trai-he-my-lam-quen-dan-voi-moi-truong-nuoc-ngoai/,Performance,Moderate Response Time,warning,Page took 1580.02ms to respond (recommended: <1000ms)
https://truongvietanh.com/trai-he-my-lam-quen-dan-voi-moi-truong-nuoc-ngoai/,SEO,Meta Description Too Long,warning,Description is 162 characters (recommended: ≤160)
https://truongvietanh.com/trai-he-nang-luong-bo-ich-cho-tre/,Accessibility,Images Without Alt Text,warning,14 of 20 images lack alt text
https://truongvietanh.com/trai-he-nang-luong-bo-ich-cho-tre/,SEO,Meta Description Too Long,warning,Description is 442 characters (recommended: ≤160)
https://truongvietanh.com/trai-he-phat-trien-toan-dien/,Accessibility,Images Without Alt Text,warning,14 of 20 images lack alt text
https://truongvietanh.com/trai-he-phat-trien-toan-dien/,Performance,Moderate Response Time,warning,Page took 1209.58ms to respond (recommended: <1000ms)
https://truongvietanh.com/trai-he-phat-trien-toan-dien/,SEO,Meta Description Too Long,warning,Description is 223 characters (recommended: ≤160)
https://truongvietanh.com/trai-he-phat-trien-toan-dien/,SEO,Title Too Short,warning,Title is 28 characters (recommended: 30-60)
https://truongvietanh.com/trai-he-quan-doi-tren-the-gioi/,Accessibility,Images Without Alt Text,warning,14 of 20 images lack alt text
https://truongvietanh.com/trai-he-quan-doi-tren-the-gioi/,Performance,Moderate Response Time,warning,Page took 1016.68ms to respond (recommended: <1000ms)
https://truongvietanh.com/trai-he-quan-doi-tren-the-gioi/,SEO,Meta Description Too Long,warning,Description is 225 characters (recommended: ≤160)
https://truongvietanh.com/trai-he-quoc-te-singapore/,Accessibility,Images Without Alt Text,warning,14 of 20 images lack alt text
https://truongvietanh.com/trai-he-quoc-te-singapore/,Performance,Moderate Response Time,warning,Page took 1929.62ms to respond (recommended: <1000ms)
https://truongvietanh.com/trai-he-quoc-te-singapore/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/trai-he-ren-luyen-cac-ky-nang-song/,Accessibility,Images Without Alt Text,warning,14 of 20 images lack alt text
https://truongvietanh.com/trai-he-ren-luyen-cac-ky-nang-song/,SEO,Meta Description Too Long,warning,Description is 217 characters (recommended: ≤160)
https://truongvietanh.com/trai-he-thu-vi-hap-dan-vui-nhon%ef%b8%8f-ngay-18-thang-05-nam-2018/,Accessibility,Images Without Alt Text,warning,16 of 20 images lack alt text
https://truongvietanh.com/trai-he-thu-vi-hap-dan-vui-nhon%ef%b8%8f-ngay-18-thang-05-nam-2018/,Performance,Moderate Response Time,warning,Page took 1535.87ms to respond (recommended: <1000ms)
https://truongvietanh.com/trai-he-thu-vi-hap-dan-vui-nhon%ef%b8%8f-ngay-18-thang-05-nam-2018/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/trai-he-thu-vi-hap-dan-vui-nhon%ef%b8%8f-ngay-18-thang-05-nam-2018/,SEO,Title Too Long,warning,Title is 99 characters (recommended: ≤60)
https://truongvietanh.com/trai-he-thu-vi-hap-dan-vui-nhon%ef%b8%8f-ngay-18-thang-05-nam-2018/,Technical,Canonical URL Different,warning,Canonical points to: https://truongvietanh.com/trai-he-thu-vi-hap-dan-vui-nhon️-ngay-18-thang-05-nam-2018/
https://truongvietanh.com/trai-he-thuy-sy-bo-ich-va-nhieu-dieu-moi-la/,Accessibility,Images Without Alt Text,warning,14 of 20 images lack alt text
https://truongvietanh.com/trai-he-thuy-sy-bo-ich-va-nhieu-dieu-moi-la/,Performance,Moderate Response Time,warning,Page took 1123.14ms to respond (recommended: <1000ms)
https://truongvietanh.com/trai-he-thuy-sy-bo-ich-va-nhieu-dieu-moi-la/,SEO,Meta Description Too Long,warning,Description is 189 characters (recommended: ≤160)
https://truongvietanh.com/trai-he-viet-anh-tuyet-voi-trong-tung-khoanh-khac-ngay-16-thang-05-nam-2018/,Accessibility,Images Without Alt Text,warning,16 of 20 images lack alt text
https://truongvietanh.com/trai-he-viet-anh-tuyet-voi-trong-tung-khoanh-khac-ngay-16-thang-05-nam-2018/,Performance,Moderate Response Time,warning,Page took 1878.05ms to respond (recommended: <1000ms)
https://truongvietanh.com/trai-he-viet-anh-tuyet-voi-trong-tung-khoanh-khac-ngay-16-thang-05-nam-2018/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/trai-he-viet-anh-tuyet-voi-trong-tung-khoanh-khac-ngay-16-thang-05-nam-2018/,SEO,Title Too Long,warning,Title is 113 characters (recommended: ≤60)
https://truongvietanh.com/trai-he-viet-nam-nam-2015/,Accessibility,Images Without Alt Text,warning,14 of 20 images lack alt text
https://truongvietanh.com/trai-he-viet-nam-nam-2015/,Performance,Moderate Response Time,warning,Page took 1110.53ms to respond (recommended: <1000ms)
https://truongvietanh.com/trai-he-viet-nam-nam-2015/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/trai-he-viet-nam-nam-2015/,SEO,Title Too Short,warning,Title is 25 characters (recommended: 30-60)
https://truongvietanh.com/trai-tim-nhan-ai-1-xuan-yeu-thuong/,Accessibility,Images Without Alt Text,warning,14 of 20 images lack alt text
https://truongvietanh.com/trai-tim-nhan-ai-1-xuan-yeu-thuong/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/trai-tim-nhan-ai-1-xuan-yeu-thuong/,SEO,Title Too Long,warning,Title is 67 characters (recommended: ≤60)
https://truongvietanh.com/trang-tin-tuc/,Accessibility,Images Without Alt Text,warning,16 of 20 images lack alt text
https://truongvietanh.com/trang-tin-tuc/,Performance,Moderate Response Time,warning,Page took 1786.95ms to respond (recommended: <1000ms)
https://truongvietanh.com/trang-tin-tuc/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/tre-thong-minh-hon-qua-cac-hoat-dong-ngoai-khoa-he/,Accessibility,Images Without Alt Text,warning,14 of 20 images lack alt text
https://truongvietanh.com/tre-thong-minh-hon-qua-cac-hoat-dong-ngoai-khoa-he/,Performance,Moderate Response Time,warning,Page took 1501.48ms to respond (recommended: <1000ms)
https://truongvietanh.com/tre-thong-minh-hon-qua-cac-hoat-dong-ngoai-khoa-he/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/tre-thong-minh-hon-qua-cac-hoat-dong-ngoai-khoa-he/,SEO,Title Too Long,warning,Title is 81 characters (recommended: ≤60)
https://truongvietanh.com/tri-thong-minh-ngon-ngu-tai-truong-quoc-te-viet-anh-ngay-28-thang-06-nam-2018/,Accessibility,Images Without Alt Text,warning,16 of 20 images lack alt text
https://truongvietanh.com/tri-thong-minh-ngon-ngu-tai-truong-quoc-te-viet-anh-ngay-28-thang-06-nam-2018/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/tri-thong-minh-ngon-ngu-tai-truong-quoc-te-viet-anh-ngay-28-thang-06-nam-2018/,SEO,Title Too Long,warning,Title is 112 characters (recommended: ≤60)
https://truongvietanh.com/trong-khi-thuc-hanh-thi-nghiem-luon-phan-tich-tim-ra-quy-luat/,Accessibility,Images Without Alt Text,warning,14 of 20 images lack alt text
https://truongvietanh.com/trong-khi-thuc-hanh-thi-nghiem-luon-phan-tich-tim-ra-quy-luat/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/trong-khi-thuc-hanh-thi-nghiem-luon-phan-tich-tim-ra-quy-luat/,SEO,Title Too Long,warning,Title is 152 characters (recommended: ≤60)
https://truongvietanh.com/trung-hoc-choi-trung-thu-o-truong-viet-anh-luc-di-het-minh-luc-ve-het-buon/,Accessibility,Images Without Alt Text,warning,14 of 20 images lack alt text
https://truongvietanh.com/trung-hoc-choi-trung-thu-o-truong-viet-anh-luc-di-het-minh-luc-ve-het-buon/,Performance,Moderate Response Time,warning,Page took 1801.45ms to respond (recommended: <1000ms)
https://truongvietanh.com/trung-hoc-choi-trung-thu-o-truong-viet-anh-luc-di-het-minh-luc-ve-het-buon/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/trung-hoc-choi-trung-thu-o-truong-viet-anh-luc-di-het-minh-luc-ve-het-buon/,SEO,Title Too Long,warning,Title is 111 characters (recommended: ≤60)
https://truongvietanh.com/trung-hoc-tiet-hoc-trai-nghiem-mon-ngu-van-cua-lop-9a2/,Accessibility,Images Without Alt Text,warning,16 of 20 images lack alt text
https://truongvietanh.com/trung-hoc-tiet-hoc-trai-nghiem-mon-ngu-van-cua-lop-9a2/,Performance,Moderate Response Time,warning,Page took 1578.41ms to respond (recommended: <1000ms)
https://truongvietanh.com/trung-hoc-tiet-hoc-trai-nghiem-mon-ngu-van-cua-lop-9a2/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/trung-hoc-tiet-hoc-trai-nghiem-mon-ngu-van-cua-lop-9a2/,SEO,Title Too Long,warning,Title is 87 characters (recommended: ≤60)
https://truongvietanh.com/trung-thu-den-som-o-lang-tre-sos-tp-hcm/,Accessibility,Images Without Alt Text,warning,14 of 20 images lack alt text
https://truongvietanh.com/trung-thu-den-som-o-lang-tre-sos-tp-hcm/,Performance,Moderate Response Time,warning,Page took 1404.79ms to respond (recommended: <1000ms)
https://truongvietanh.com/trung-thu-den-som-o-lang-tre-sos-tp-hcm/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/trung-thu-den-som-o-lang-tre-sos-tp-hcm/,SEO,Title Too Long,warning,Title is 70 characters (recommended: ≤60)
https://truongvietanh.com/truoc-53-phai-xong-phuong-an-to-chuc-cum-thi-thpt-quoc-gia/,Accessibility,Images Without Alt Text,warning,14 of 20 images lack alt text
https://truongvietanh.com/truoc-53-phai-xong-phuong-an-to-chuc-cum-thi-thpt-quoc-gia/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/truoc-53-phai-xong-phuong-an-to-chuc-cum-thi-thpt-quoc-gia/,SEO,Title Too Long,warning,Title is 90 characters (recommended: ≤60)
https://truongvietanh.com/truoc-tet-nguyen-dan-se-cong-bo-phuong-an-thi-thpt-quoc-gia-2016/,Accessibility,Images Without Alt Text,warning,14 of 20 images lack alt text
https://truongvietanh.com/truoc-tet-nguyen-dan-se-cong-bo-phuong-an-thi-thpt-quoc-gia-2016/,Performance,Moderate Response Time,warning,Page took 2085.3ms to respond (recommended: <1000ms)
https://truongvietanh.com/truoc-tet-nguyen-dan-se-cong-bo-phuong-an-thi-thpt-quoc-gia-2016/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/truoc-tet-nguyen-dan-se-cong-bo-phuong-an-thi-thpt-quoc-gia-2016/,SEO,Title Too Long,warning,Title is 95 characters (recommended: ≤60)
https://truongvietanh.com/truong-ca-viet-anh/,Accessibility,Images Without Alt Text,warning,15 of 20 images lack alt text
https://truongvietanh.com/truong-ca-viet-anh/,SEO,Title Too Long,warning,Title is 71 characters (recommended: ≤60)
https://truongvietanh.com/truong-chuyen-ngoai-ngu-viet-anh/,Accessibility,Images Without Alt Text,warning,14 of 20 images lack alt text
https://truongvietanh.com/truong-chuyen-ngoai-ngu-viet-anh/,Performance,Moderate Response Time,warning,Page took 2287.12ms to respond (recommended: <1000ms)
https://truongvietanh.com/truong-chuyen-ngoai-ngu-viet-anh/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/truong-chuyen-ngoai-ngu-viet-anh/,SEO,Title Too Long,warning,Title is 63 characters (recommended: ≤60)
https://truongvietanh.com/truong-chuyen-ngu-giao-vien-ban-ngu-hay-giao-vien-nguoi-viet/,Accessibility,Images Without Alt Text,warning,14 of 20 images lack alt text
https://truongvietanh.com/truong-chuyen-ngu-giao-vien-ban-ngu-hay-giao-vien-nguoi-viet/,Performance,Moderate Response Time,warning,Page took 1069.85ms to respond (recommended: <1000ms)
https://truongvietanh.com/truong-chuyen-ngu-giao-vien-ban-ngu-hay-giao-vien-nguoi-viet/,SEO,Meta Description Too Long,warning,Description is 169 characters (recommended: ≤160)
https://truongvietanh.com/truong-cong-khong-con-la-lua-chon-duy-nhat/,Accessibility,Images Without Alt Text,warning,14 of 20 images lack alt text
https://truongvietanh.com/truong-cong-khong-con-la-lua-chon-duy-nhat/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/truong-cong-khong-con-la-lua-chon-duy-nhat/,SEO,Title Too Long,warning,Title is 73 characters (recommended: ≤60)
